cve_id,published_date,description,cvss_base_score,vendor,product_name,version_start,version_end,version_note,cisa_kev,first_epss,reference_url,source_snapshot_date
CVE-2024-6249,2024-04-24,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,6.6,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.0027,https://nvd.nist.gov/vuln/detail/CVE-2024-6249,2025-01-15
CVE-2022-3967,2022-05-25,Privilege escalation in Enterprise Router OS daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.9,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.02681,https://nvd.nist.gov/vuln/detail/CVE-2022-3967,2025-01-15
CVE-2023-3869,2023-06-26,Request smuggling and cache poisoning in Web Application Firewall HTTP request pipeline allows session hijacking,5.0,SecNet,Web Application Firewall,3.1.0,3.5.0,,False,0.04417,https://nvd.nist.gov/vuln/detail/CVE-2023-3869,2025-01-15
CVE-2022-7616,2022-07-27,Authentication bypass in Embedded IoT Gateway session handling allows unauthenticated attacker to bypass administrative controls,8.0,IoT Systems,Embedded IoT Gateway,,,Affects firmware builds without TPM attestation enabled,False,0.04772,https://nvd.nist.gov/vuln/detail/CVE-2022-7616,2025-01-15
CVE-2025-7949,2025-08-28,Privilege escalation in Enterprise Router OS daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.8,NetRoute,Enterprise Router OS,12.0,12.5,,True,0.47517,https://nvd.nist.gov/vuln/detail/CVE-2025-7949,2025-01-15
CVE-2026-3738,2026-09-01,SQL injection flaw in Enterprise Router OS backend parser allows unauthorized read and write access to sensitive database tables,7.6,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.56101,https://nvd.nist.gov/vuln/detail/CVE-2026-3738,2025-01-15
CVE-2023-3869,2023-10-02,Denial of service vulnerability in Embedded IoT Gateway connection pool causes resource exhaustion and service freeze,6.2,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.03768,https://nvd.nist.gov/vuln/detail/CVE-2023-3869,2025-01-15
CVE-2024-9808,2024-11-03,Improper certificate validation in Embedded IoT Gateway TLS transport handler allows man-in-the-middle data interception,4.5,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.03359,https://nvd.nist.gov/vuln/detail/CVE-2024-9808,2025-01-15
CVE-2025-9680,2025-12-04,Request smuggling and cache poisoning in Cloud Database Engine HTTP request pipeline allows session hijacking,6.2,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.73255,https://nvd.nist.gov/vuln/detail/CVE-2025-9680,2025-01-15
CVE-2022-8400,2022-01-05,Authentication bypass in Enterprise Router OS session handling allows unauthenticated attacker to bypass administrative controls,7.7,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.00647,https://nvd.nist.gov/vuln/detail/CVE-2022-8400,2025-01-15
CVE-2024-6191,2024-02-06,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.4,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.30796,https://nvd.nist.gov/vuln/detail/CVE-2024-6191,2025-01-15
CVE-2025-9702,2025-03-07,Request smuggling and cache poisoning in Identity Provider SaaS HTTP request pipeline allows session hijacking,6.7,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.04555,https://nvd.nist.gov/vuln/detail/CVE-2025-9702,2025-01-15
CVE-2026-8208,2026-04-08,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,7.5,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.03543,https://nvd.nist.gov/vuln/detail/CVE-2026-8208,2025-01-15
CVE-2022-5780,2022-05-09,Information disclosure in Cloud Database Engine API endpoint leaks sensitive cryptographic keys and internal session tokens,5.0,CloudData,Cloud Database Engine,3.0.0,4.9.0,,False,0.90527,https://nvd.nist.gov/vuln/detail/CVE-2022-5780,2025-01-15
CVE-2022-8404,2022-06-10,Request smuggling and cache poisoning in Embedded IoT Gateway HTTP request pipeline allows session hijacking,6.0,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.00083,https://nvd.nist.gov/vuln/detail/CVE-2022-8404,2025-01-15
CVE-2022-3961,2022-07-11,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,5.9,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.01855,https://nvd.nist.gov/vuln/detail/CVE-2022-3961,2025-01-15
CVE-2025-5548,2025-08-12,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,7.4,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.04862,https://nvd.nist.gov/vuln/detail/CVE-2025-5548,2025-01-15
CVE-2025-7668,2025-09-13,Improper certificate validation in Identity Provider SaaS TLS transport handler allows man-in-the-middle data interception,4.8,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.04632,https://nvd.nist.gov/vuln/detail/CVE-2025-7668,2025-01-15
CVE-2024-2122,2024-10-14,Cross-site scripting (XSS) and CSRF in Identity Provider SaaS web interface allows attacker to hijack authenticated analyst sessions,4.1,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.01482,https://nvd.nist.gov/vuln/detail/CVE-2024-2122,2025-01-15
CVE-2025-5199,2025-11-15,Information disclosure in Core Banking Framework API endpoint leaks sensitive cryptographic keys and internal session tokens,6.2,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,False,0.02248,https://nvd.nist.gov/vuln/detail/CVE-2025-5199,2025-01-15
CVE-2024-9905,2024-12-16,Request smuggling and cache poisoning in Embedded IoT Gateway HTTP request pipeline allows session hijacking,7.3,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.008,https://nvd.nist.gov/vuln/detail/CVE-2024-9905,2025-01-15
CVE-2022-7616,2022-01-17,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,7.2,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.02731,https://nvd.nist.gov/vuln/detail/CVE-2022-7616,2025-01-15
CVE-2026-3062,2026-02-18,Information disclosure in Cloud Database Engine API endpoint leaks sensitive cryptographic keys and internal session tokens,5.6,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.53286,https://nvd.nist.gov/vuln/detail/CVE-2026-3062,2025-01-15
CVE-2026-6393,2026-03-19,Remote code execution in Embedded IoT Gateway allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.0,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.02936,https://nvd.nist.gov/vuln/detail/CVE-2026-6393,2025-01-15
CVE-2022-1098,2022-04-20,Cross-site scripting (XSS) and CSRF in Identity Provider SaaS web interface allows attacker to hijack authenticated analyst sessions,4.9,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.03923,https://nvd.nist.gov/vuln/detail/CVE-2022-1098,2025-01-15
CVE-2022-5282,2022-05-21,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,5.8,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.02334,https://nvd.nist.gov/vuln/detail/CVE-2022-5282,2025-01-15
CVE-2025-7949,2025-06-22,Pre-authentication buffer overflow in Embedded IoT Gateway network listener leads to remote code execution,9.1,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.00705,https://nvd.nist.gov/vuln/detail/CVE-2025-7949,2025-01-15
CVE-2026-2707,2026-07-23,Authentication bypass in Core Banking Framework session handling allows unauthenticated attacker to bypass administrative controls,7.6,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.00238,https://nvd.nist.gov/vuln/detail/CVE-2026-2707,2025-01-15
CVE-2022-3027,2022-08-24,Pre-authentication buffer overflow in Cloud Database Engine network listener leads to remote code execution,9.7,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.04906,https://nvd.nist.gov/vuln/detail/CVE-2022-3027,2025-01-15
CVE-2022-3143,2022-09-25,Remote code execution in Embedded IoT Gateway allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.2,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.01465,https://nvd.nist.gov/vuln/detail/CVE-2022-3143,2025-01-15
CVE-2024-6732,2024-10-26,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,7.1,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.04335,https://nvd.nist.gov/vuln/detail/CVE-2024-6732,2025-01-15
CVE-2023-2066,2023-11-27,Information disclosure in Cloud Database Engine API endpoint leaks sensitive cryptographic keys and internal session tokens,6.7,CloudData,Cloud Database Engine,3.0.0,4.9.0,,False,0.04043,https://nvd.nist.gov/vuln/detail/CVE-2023-2066,2025-01-15
CVE-2026-6801,2026-12-28,Cross-site scripting (XSS) and CSRF in Enterprise Router OS web interface allows attacker to hijack authenticated analyst sessions,4.4,NetRoute,Enterprise Router OS,12.4,13.0,,True,0.73533,https://nvd.nist.gov/vuln/detail/CVE-2026-6801,2025-01-15
CVE-2024-9808,2024-01-01,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,5.9,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.96064,https://nvd.nist.gov/vuln/detail/CVE-2024-9808,2025-01-15
CVE-2022-2931,2022-02-02,Information disclosure in Cloud Database Engine API endpoint leaks sensitive cryptographic keys and internal session tokens,6.9,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.03478,https://nvd.nist.gov/vuln/detail/CVE-2022-2931,2025-01-15
CVE-2023-4719,2023-03-03,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,7.9,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.03679,https://nvd.nist.gov/vuln/detail/CVE-2023-4719,2025-01-15
CVE-2026-5910,2026-04-04,Authentication bypass in Enterprise Router OS session handling allows unauthenticated attacker to bypass administrative controls,8.8,NetRoute,Enterprise Router OS,10.0,11.9,,False,0.04974,https://nvd.nist.gov/vuln/detail/CVE-2026-5910,2025-01-15
CVE-2025-4073,2025-05-05,Privilege escalation in Identity Provider SaaS daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.4,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.00757,https://nvd.nist.gov/vuln/detail/CVE-2025-4073,2025-01-15
CVE-2023-1512,2023-06-06,SQL injection flaw in Enterprise Router OS backend parser allows unauthorized read and write access to sensitive database tables,8.3,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.00171,https://nvd.nist.gov/vuln/detail/CVE-2023-1512,2025-01-15
CVE-2022-6463,2022-07-07,Improper certificate validation in Core Banking Framework TLS transport handler allows man-in-the-middle data interception,4.6,FinTech Systems,Core Banking Framework,4.3.0,4.8.0,,False,0.00609,https://nvd.nist.gov/vuln/detail/CVE-2022-6463,2025-01-15
CVE-2024-8343,2024-08-08,Information disclosure in Cloud Database Engine API endpoint leaks sensitive cryptographic keys and internal session tokens,5.5,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.78287,https://nvd.nist.gov/vuln/detail/CVE-2024-8343,2025-01-15
CVE-2025-2693,2025-09-09,Remote code execution in Embedded IoT Gateway allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.2,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.00804,https://nvd.nist.gov/vuln/detail/CVE-2025-2693,2025-01-15
CVE-2023-8806,2023-10-10,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.2,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.0381,https://nvd.nist.gov/vuln/detail/CVE-2023-8806,2025-01-15
CVE-2023-4843,2023-11-11,Privilege escalation in Enterprise Router OS daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.3,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.04116,https://nvd.nist.gov/vuln/detail/CVE-2023-4843,2025-01-15
CVE-2026-3731,2026-12-12,Request smuggling and cache poisoning in Web Application Firewall HTTP request pipeline allows session hijacking,7.4,SecNet,Web Application Firewall,3.1.0,3.5.0,,False,0.03617,https://nvd.nist.gov/vuln/detail/CVE-2026-3731,2025-01-15
CVE-2025-2353,2025-01-13,Improper certificate validation in Enterprise Router OS TLS transport handler allows man-in-the-middle data interception,4.4,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.46784,https://nvd.nist.gov/vuln/detail/CVE-2025-2353,2025-01-15
CVE-2023-8455,2023-02-14,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.6,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.04221,https://nvd.nist.gov/vuln/detail/CVE-2023-8455,2025-01-15
CVE-2026-1659,2026-03-15,Remote code execution in Cloud Database Engine allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.4,CloudData,Cloud Database Engine,5.1.0,5.1.5,,False,0.01918,https://nvd.nist.gov/vuln/detail/CVE-2026-1659,2025-01-15
CVE-2025-9002,2025-04-16,Cross-site scripting (XSS) and CSRF in Cloud Database Engine web interface allows attacker to hijack authenticated analyst sessions,4.8,CloudData,Cloud Database Engine,4.0.0,5.0.0,,False,0.00955,https://nvd.nist.gov/vuln/detail/CVE-2025-9002,2025-01-15
CVE-2023-8513,2023-05-17,Improper certificate validation in Embedded IoT Gateway TLS transport handler allows man-in-the-middle data interception,4.8,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.01381,https://nvd.nist.gov/vuln/detail/CVE-2023-8513,2025-01-15
CVE-2024-1851,2024-06-18,Pre-authentication buffer overflow in Embedded IoT Gateway network listener leads to remote code execution,10.0,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.01956,https://nvd.nist.gov/vuln/detail/CVE-2024-1851,2025-01-15
CVE-2025-6625,2025-07-19,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,8.4,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.03782,https://nvd.nist.gov/vuln/detail/CVE-2025-6625,2025-01-15
CVE-2026-6745,2026-08-20,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.3,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.01375,https://nvd.nist.gov/vuln/detail/CVE-2026-6745,2025-01-15
CVE-2026-3731,2026-09-21,Improper certificate validation in Cloud Database Engine TLS transport handler allows man-in-the-middle data interception,4.1,CloudData,Cloud Database Engine,5.1.0,5.1.5,,False,0.00146,https://nvd.nist.gov/vuln/detail/CVE-2026-3731,2025-01-15
CVE-2026-5893,2026-10-22,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,7.0,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.02996,https://nvd.nist.gov/vuln/detail/CVE-2026-5893,2025-01-15
CVE-2023-8513,2023-11-23,Information disclosure in Core Banking Framework API endpoint leaks sensitive cryptographic keys and internal session tokens,6.8,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.03404,https://nvd.nist.gov/vuln/detail/CVE-2023-8513,2025-01-15
CVE-2024-3255,2024-12-24,Request smuggling and cache poisoning in Embedded IoT Gateway HTTP request pipeline allows session hijacking,5.6,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.88285,https://nvd.nist.gov/vuln/detail/CVE-2024-3255,2025-01-15
CVE-2024-7966,2024-01-25,Authentication bypass in Cloud Database Engine session handling allows unauthenticated attacker to bypass administrative controls,8.6,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.4806,https://nvd.nist.gov/vuln/detail/CVE-2024-7966,2025-01-15
CVE-2026-1417,2026-02-26,Information disclosure in Core Banking Framework API endpoint leaks sensitive cryptographic keys and internal session tokens,6.1,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,False,0.03227,https://nvd.nist.gov/vuln/detail/CVE-2026-1417,2025-01-15
CVE-2023-7396,2023-03-27,SQL injection flaw in Identity Provider SaaS backend parser allows unauthorized read and write access to sensitive database tables,8.0,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.03394,https://nvd.nist.gov/vuln/detail/CVE-2023-7396,2025-01-15
CVE-2023-8721,2023-04-28,Pre-authentication buffer overflow in Embedded IoT Gateway network listener leads to remote code execution,9.4,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.03036,https://nvd.nist.gov/vuln/detail/CVE-2023-8721,2025-01-15
CVE-2023-3849,2023-05-01,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,6.8,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,True,0.9513,https://nvd.nist.gov/vuln/detail/CVE-2023-3849,2025-01-15
CVE-2023-7619,2023-06-02,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,5.2,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.04486,https://nvd.nist.gov/vuln/detail/CVE-2023-7619,2025-01-15
CVE-2026-8041,2026-07-03,Denial of service vulnerability in Cloud Database Engine connection pool causes resource exhaustion and service freeze,5.9,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.0266,https://nvd.nist.gov/vuln/detail/CVE-2026-8041,2025-01-15
CVE-2024-4157,2024-08-04,Privilege escalation in Embedded IoT Gateway daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.9,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.0172,https://nvd.nist.gov/vuln/detail/CVE-2024-4157,2025-01-15
CVE-2024-6578,2024-09-05,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,7.8,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.9514,https://nvd.nist.gov/vuln/detail/CVE-2024-6578,2025-01-15
CVE-2023-7303,2023-10-06,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,7.3,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.41271,https://nvd.nist.gov/vuln/detail/CVE-2023-7303,2025-01-15
CVE-2025-4510,2025-11-07,Remote code execution in Embedded IoT Gateway allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.4,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.97659,https://nvd.nist.gov/vuln/detail/CVE-2025-4510,2025-01-15
CVE-2025-6588,2025-12-08,Pre-authentication buffer overflow in Identity Provider SaaS network listener leads to remote code execution,9.9,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.02213,https://nvd.nist.gov/vuln/detail/CVE-2025-6588,2025-01-15
CVE-2024-4556,2024-01-09,Authentication bypass in Web Application Firewall session handling allows unauthenticated attacker to bypass administrative controls,7.7,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.03973,https://nvd.nist.gov/vuln/detail/CVE-2024-4556,2025-01-15
CVE-2025-1717,2025-02-10,Pre-authentication buffer overflow in Core Banking Framework network listener leads to remote code execution,9.1,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.01199,https://nvd.nist.gov/vuln/detail/CVE-2025-1717,2025-01-15
CVE-2024-1225,2024-03-11,Improper certificate validation in Core Banking Framework TLS transport handler allows man-in-the-middle data interception,4.1,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.01182,https://nvd.nist.gov/vuln/detail/CVE-2024-1225,2025-01-15
CVE-2024-4769,2024-04-12,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,5.3,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,False,0.03658,https://nvd.nist.gov/vuln/detail/CVE-2024-4769,2025-01-15
CVE-2026-2707,2026-05-13,Information disclosure in Web Application Firewall API endpoint leaks sensitive cryptographic keys and internal session tokens,6.6,SecNet,Web Application Firewall,2.0.0,2.9.9,,True,0.62701,https://nvd.nist.gov/vuln/detail/CVE-2026-2707,2025-01-15
CVE-2024-8683,2024-06-14,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.7,FinTech Systems,Core Banking Framework,4.3.0,4.8.0,,False,0.04602,https://nvd.nist.gov/vuln/detail/CVE-2024-8683,2025-01-15
CVE-2026-6801,2026-07-15,Remote code execution in Identity Provider SaaS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.7,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.03948,https://nvd.nist.gov/vuln/detail/CVE-2026-6801,2025-01-15
CVE-2025-5548,2025-08-16,Information disclosure in Core Banking Framework API endpoint leaks sensitive cryptographic keys and internal session tokens,7.4,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.0124,https://nvd.nist.gov/vuln/detail/CVE-2025-5548,2025-01-15
CVE-2024-5488,2024-09-17,Remote code execution in Cloud Database Engine allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.5,CloudData,Cloud Database Engine,5.1.0,5.1.5,,False,0.01143,https://nvd.nist.gov/vuln/detail/CVE-2024-5488,2025-01-15
CVE-2025-9680,2025-10-18,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.2,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.01448,https://nvd.nist.gov/vuln/detail/CVE-2025-9680,2025-01-15
CVE-2022-6029,2022-11-19,Information disclosure in Identity Provider SaaS API endpoint leaks sensitive cryptographic keys and internal session tokens,5.7,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.04735,https://nvd.nist.gov/vuln/detail/CVE-2022-6029,2025-01-15
CVE-2025-9571,2025-12-20,Request smuggling and cache poisoning in Core Banking Framework HTTP request pipeline allows session hijacking,6.5,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.02513,https://nvd.nist.gov/vuln/detail/CVE-2025-9571,2025-01-15
CVE-2022-2931,2022-01-21,Authentication bypass in Embedded IoT Gateway session handling allows unauthenticated attacker to bypass administrative controls,8.2,IoT Systems,Embedded IoT Gateway,,,Affects firmware builds without TPM attestation enabled,False,0.008,https://nvd.nist.gov/vuln/detail/CVE-2022-2931,2025-01-15
CVE-2026-5893,2026-02-22,Cross-site scripting (XSS) and CSRF in Web Application Firewall web interface allows attacker to hijack authenticated analyst sessions,4.1,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.00307,https://nvd.nist.gov/vuln/detail/CVE-2026-5893,2025-01-15
CVE-2025-4073,2025-03-23,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,8.9,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.00671,https://nvd.nist.gov/vuln/detail/CVE-2025-4073,2025-01-15
CVE-2024-6618,2024-04-24,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,6.4,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.02735,https://nvd.nist.gov/vuln/detail/CVE-2024-6618,2025-01-15
CVE-2022-2062,2022-05-25,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,5.6,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.0184,https://nvd.nist.gov/vuln/detail/CVE-2022-2062,2025-01-15
CVE-2022-1391,2022-06-26,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,7.8,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.03915,https://nvd.nist.gov/vuln/detail/CVE-2022-1391,2025-01-15
CVE-2022-7585,2022-07-27,Authentication bypass in Cloud Database Engine session handling allows unauthenticated attacker to bypass administrative controls,8.8,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.01711,https://nvd.nist.gov/vuln/detail/CVE-2022-7585,2025-01-15
CVE-2024-5171,2024-08-28,Cross-site scripting (XSS) and CSRF in Identity Provider SaaS web interface allows attacker to hijack authenticated analyst sessions,4.7,AuthCorp,Identity Provider SaaS,2.0.0,2.6.0,,False,0.02205,https://nvd.nist.gov/vuln/detail/CVE-2024-5171,2025-01-15
CVE-2023-8805,2023-09-01,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,5.9,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.01967,https://nvd.nist.gov/vuln/detail/CVE-2023-8805,2025-01-15
CVE-2026-1064,2026-10-02,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.7,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.04224,https://nvd.nist.gov/vuln/detail/CVE-2026-1064,2025-01-15
CVE-2025-1717,2025-11-03,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,7.4,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.02695,https://nvd.nist.gov/vuln/detail/CVE-2025-1717,2025-01-15
CVE-2025-3368,2025-12-04,Request smuggling and cache poisoning in Identity Provider SaaS HTTP request pipeline allows session hijacking,6.6,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.00637,https://nvd.nist.gov/vuln/detail/CVE-2025-3368,2025-01-15
CVE-2022-9787,2022-01-05,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,7.3,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.8884,https://nvd.nist.gov/vuln/detail/CVE-2022-9787,2025-01-15
CVE-2026-1606,2026-02-06,Privilege escalation in Embedded IoT Gateway daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.8,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.02533,https://nvd.nist.gov/vuln/detail/CVE-2026-1606,2025-01-15
CVE-2023-7303,2023-03-07,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,8.0,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,True,0.67322,https://nvd.nist.gov/vuln/detail/CVE-2023-7303,2025-01-15
CVE-2022-3961,2022-04-08,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,5.8,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,False,0.01704,https://nvd.nist.gov/vuln/detail/CVE-2022-3961,2025-01-15
CVE-2026-8385,2026-05-09,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,6.4,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,True,0.83296,https://nvd.nist.gov/vuln/detail/CVE-2026-8385,2025-01-15
CVE-2023-7184,2023-06-10,SQL injection flaw in Enterprise Router OS backend parser allows unauthorized read and write access to sensitive database tables,8.1,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.55427,https://nvd.nist.gov/vuln/detail/CVE-2023-7184,2025-01-15
CVE-2025-7190,2025-07-11,Authentication bypass in Core Banking Framework session handling allows unauthenticated attacker to bypass administrative controls,8.7,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.83108,https://nvd.nist.gov/vuln/detail/CVE-2025-7190,2025-01-15
